,Datetime,Tweet Id,Text,Username,Like Count,Display Name,Language
295,2022-03-13 23:58:31+00:00,1503158598976868352,@RusEmbUSA @RussianEmbassyR @RussianEmbassy Ukraine is the country Russia wishes they were #Ukraine #Zelensky,CaptFaith,2,Kent Faith,en
296,2022-03-13 23:58:31+00:00,1503158598758592513,Russia blockades Ukraine's Black Sea coast https://t.co/mfgQFFRlZY,EricWatkins_,0,Eric Watkins,en
297,2022-03-13 23:58:31+00:00,1503158597169131524,@DrEricDing is this going to affect China's ability to support Russia in the Ukraine?,county_kerr,0,Blue Voter in Kerr County,en
298,2022-03-13 23:58:31+00:00,1503158594929401868,"In Israel, Oldest Charity Assists Tens of Thousands of #Ukraine Refugees

Crisis presents unique challenges that @ColelChabad intends to rise to

https://t.co/jTdMPjwdVg",abekay2,0,Avrohom Keller,en
299,2022-03-13 23:58:30+00:00,1503158593457369088,"@Angry_Staffer Seeing as one of our top Canadian snipers is in Ukraine, I wish them well, and when I say well, they will never hear the sound before they get hit.",JohnGMcNeill67,4,John G McNeill,en
300,2022-03-13 23:58:30+00:00,1503158592865816579,Understanding the Illegality of Russia’s Invasion of Ukraine. Worth the considered read.  https://t.co/yz1CwP9ZuY,padresteve,1,The Inglorius Padre Steve 🇺🇸🇩🇪🇪🇺⚾️⚽️🇮🇹🍻,en
301,2022-03-13 23:58:30+00:00,1503158592610115584,@MelHavisham It's been war since the day Russia stepped foot in Ukraine.,WamoTF2,0,WAMO - 𝐓𝐞𝐚𝐦 𝐅𝐨𝐫𝐭𝐫𝐞𝐬𝐬 𝟐,en
302,2022-03-13 23:58:30+00:00,1503158592207306752,@MarshaBlackburn Thank very much for your kind response about #Ukraine refugees where as our VP giggles when millions are in problem one more time we have to look other refugees also on the same way not only refugees from Europe,DerejeMeshesha2,0,Fitawerari Meshesha,en
303,2022-03-13 23:58:30+00:00,1503158591728934912,"@AnimalsRockOn @Cernovich @apowe003 @MittRomney Actions speak louder than words.

And Putin's actions during Trump's presidency strongly contradict your opinion.

Fact is Biden was in office BOTH times Putin invaded the Ukraine.",Ungus2112,7,NY Pete 🇺🇸,en
304,2022-03-13 23:58:30+00:00,1503158591653617665,There are no good guys in Ukraine except the innocent citizens.,NecessaryRhino,1,Necessary Rhino,en
305,2022-03-13 23:58:30+00:00,1503158591167115268,#Ukraine https://t.co/T7kSclXiIs anyone else having their audio drop out?,Xtremophile_2,0,Lloyd Christopher,en
306,2022-03-13 23:58:29+00:00,1503158589770416129,"Of course she did 🙄🤬

Tulsi Gabbard Latest To Push Russian-Backed Conspiracy About U.S.-Backed Biological Labs In Ukraine - Forbes https://t.co/CCge1hwB39",mednat1949,1,mednat1949,en
307,2022-03-13 23:58:29+00:00,1503158589552136197,"@DataDrivenMD Anything that gets Russia out of Ukraine seems like a win - we can't in our comfortable chairs (well, not that comfortable but still) be more extreme than the actual Ukrainians who are in it.",LauraPallandre,1,Laura Pallandre,en
308,2022-03-13 23:58:29+00:00,1503158589376155649,You could do whatever you want if you have nuclear weapons and nobody would dare stand up to you #Russia #Ukraine #UkraineWar #UkraineRussiaWar https://t.co/LNJkzDw5B7,RedLeader_5,1,Bruno 📲,en
309,2022-03-13 23:58:28+00:00,1503158585643126789,I just donated to Ukraine.,renees23601,0,Renee,en
310,2022-03-13 23:58:28+00:00,1503158584724664321,"And now they kill priests…

Hospitals, pregnant women, children, and each death stains the image of Mother Russia and what it used to mean to be Russian

No wonder the intelligentsia are seeking to flee Russia

#Ukraine #UkraineUnderAttaсk #UkraineRussianWar https://t.co/Zq7qxODNcT",ACPCarnegie,5,Andrew Carnegie,en
311,2022-03-13 23:58:28+00:00,1503158582753300480,STONERCAST W/ LNRD Boymeetsmini B33rbashJawnson Critical Canadian and More! !UA #Weed #Dabs #Politics #Debate #420 #Ukraine #StopWar https://t.co/kFr4A313XP,JASONsociety,0,JASONsociety 🇺🇦 🇵🇸🇸🇴🇾🇪,en
312,2022-03-13 23:58:27+00:00,1503158580588867585,"RT - NEW: #Russia's #intelligence #agency, the #FederalSecurity Service, has drafted plans for public #executions in #Ukraine after cities are captured, per a #European #intelligence official / #RussiaUkraineWar #ICC #TheHague #NATO #EU #UN #OSCE https://t.co/fLMFEIqSbv",April_Shorty_,0,April Shorty,en
313,2022-03-13 23:58:27+00:00,1503158580018618374,@Biz_Ukraine_Mag Lots of scrap metal,rockheadnj,0,roy rittman,en
314,2022-03-13 23:58:26+00:00,1503158575794900994,"@sakomagick @650ad1 @medicalmomentum @CPIUSA Show me one lie I've told

You're the one who denies that outsize influence neo-Nazis in Ukraine play",volkvulture1,0,volkvulture,en
315,2022-03-13 23:58:26+00:00,1503158575564263424,@OGRolandRat They fully believe that Ukraine will win.,MavenPolitic,11,Maven Politic,en
316,2022-03-13 23:58:26+00:00,1503158575085985797,"The US/NATO arms Al Qaeda in Syria &amp; Nazis in Ukraine. And then they claim to be the ""good guys"" https://t.co/85dBNh6x75",sordo44,0,Carl Sordoni,en
317,2022-03-13 23:58:26+00:00,1503158574922481668,"Yo Russia fucked up Brady , all his stocks and real estate in Ukraine are gone #comebackking",imanastasios,2,baby,en
318,2022-03-13 23:58:26+00:00,1503158574855335940,"Ukraine war: As wheat prices soar, Australian farmers step up https://t.co/n5lgNLGbtT",hitorikyushoku,0,ひとりでも給食(準備中),en
319,2022-03-13 23:58:26+00:00,1503158574523944961,"@jordanbpeterson @spectator If you thought all this was about annexing Ukraine, you haven’t been paying attention.",ClaySouerdike,17,Clay Souerdike🇺🇸,en
320,2022-03-13 23:58:25+00:00,1503158573446021123,@Deplora26124312 @SRomanum @GeromanAT @200_zoka Except Ukraine leadership dgaf about them.,HOM3_ALON3,0,Home_Alone 🇨🇦🤝🇷🇺,en
321,2022-03-13 23:58:25+00:00,1503158572506615812,@jdbfeverforlife Umm..last time I checked..wasnt there a war in this country. How do they have time to protest? #Ukraine,blindninja2,0,blind ninja,en
322,2022-03-13 23:58:25+00:00,1503158571684483073,"@kamilkazani THIS! All day long this. People seem to forget the goal is to save Ukraine and prevent another war, and instead think it is just to wait behind UA till it bleeds Putin and hope sanctions hurt Putin enough to make him go home.",Tancred1098,0,Oxfords Not Brogues 🇺🇦,en
323,2022-03-13 23:58:25+00:00,1503158571541753858,Perspective: How Russia’s invasion of Ukraine has changed the conversation about the ‘Great Reset’ https://t.co/Y6s8Gyjl38,JacquesEllul3,1,Jacques_Ellul: Psychose de formation de masse,en
324,2022-03-13 23:58:25+00:00,1503158571227303949,"World No.1 Squash player Ali Farag calling out double standards on Ukraine coverage: “We’ve never been allowed to speak about politics in sports, but all of a sudden now it’s allowed. if we can talk about Ukraine, we can talk about Palestine.” https://t.co/tTcaURDlyH",hammametsou,0,Sou Hammamet,en
325,2022-03-13 23:58:25+00:00,1503158571135123460,"Ukraine is definitely winning the info war with the help of the war-hungry corporate press. 

The laptop class wants you to die for their infotainment while their puppeteers diddle your kids https://t.co/tARbdoPN5E",jsouth0928,1,J0 from Appalachistan,en
326,2022-03-13 23:58:25+00:00,1503158570841702400,"@DeptofDefense @SecDef @NATO Please defend Every Humanity of Ukraine, too.",Sumiccoko,2,🇯🇵🇺🇦💉💉💉低浮上＃Pfi-Pfi-Mo,en
327,2022-03-13 23:58:24+00:00,1503158569167949826,"Russian invasion of Ukraine weighing on Moldova’s PV sector     The first months of the year pointed to a boom in Moldova’s solar sector, but the war has... https://t.co/WUguMJH3A0",SuryaAagam,0,SURYA AAGAM INDIA PVT LTD,en
328,2022-03-13 23:58:24+00:00,1503158567691595784,"@Euan_MacDonald Many countries have laboratories which carry out research on dangerous pathogens. If there's any possibility Ukraine has one or more such labs then they should take steps now to neutralise the danger, before the invaders release them, accidentally or otherwise.",Sonora_etc,0,Check back in a few days,en
329,2022-03-13 23:58:24+00:00,1503158567536406530,"Why don't all these young men who are so anxious to use their guns go to Ukraine and fight for freedom and democracy. I see so many men living lives of self-absorbed emptiness, with no purpose, adrift. https://t.co/204Btuzkov",GulfGirl5,0,Gulf Girl,en
330,2022-03-13 23:58:23+00:00,1503158565132939264,"@seanmcbride I must say it was an amazing strategic statement for Russia to tell their troops and the world that they aren’t fighting Ukraine, but the west in a western puppet state.",SurviveThrive2,0,Clarity,en
331,2022-03-13 23:58:23+00:00,1503158564482863107,"@ggreenwald @DineshDSouza @TulsiGabbard Just because she served doesn’t mean she isn’t a nut. Look at what she is saying. 25 labs in Ukraine?  Not one uncovered with all the bombings, media, etc. Not one. She’s saying what the Russians are.. bizarre.",jeff340hpd,1,Jeff W,en
332,2022-03-13 23:58:23+00:00,1503158563341930496,China just publicly warned Russia it’s time to end the Ukraine war https://t.co/ARJuRUHkXT,CarrieMyHart,1,Carrie Hartwig,en
333,2022-03-13 23:58:23+00:00,1503158561827864578,Ukraine cant stop lying holy shit https://t.co/tJsIEunwgl,Pantupino,4,Pantsu,en
334,2022-03-13 23:58:22+00:00,1503158558028087297,"@eucopresident @ZelenskyyUa The 🤡 clown of Europa,who betrayed huis people,made Them live in poverty,is niet going tot keep up appearances for the world, Ukraine had to cast Fallen victim on you lap,bastard",van_gerdy,0,Gerdy van damme,en
335,2022-03-13 23:58:22+00:00,1503158557759451136,"@carlbildt Yeah, great source of information. This seems to be putting your hands on everything in preparation for the announced provocation: ""On Thursday, the UK media led with the headline, “Putin plotting chemical weapons attack in Ukraine”! Keep it up, you're doing great!",albertinoferre,0,Albertino Ferreira,en
336,2022-03-13 23:58:22+00:00,1503158557583327234,"@streetwiseprof @POTUS There must be demonstration of power. Steps
1. NATO enlargement in Finland and Sweden
2. Declaration of humanitarian no go zone for Western Ukraine
3. Limited strike on humanitarian grounds 
4. 
5.
6.",SamuliGloersen,0,"""Samuli Glöersen""",en
337,2022-03-13 23:58:21+00:00,1503158555280613383,"@FoxNews My question to Biden, what's happened with the diplomacy since 2014 and how has Ukraine and Russia arrived at this point? What's being going on since 2019 until now?",KenarchSmith,0,Ken Smith,en
338,2022-03-13 23:58:21+00:00,1503158554966077446,"@Svjenny11 @seatownstaydown @Aerys63  @FactsB4Politics @RamonMa02732454 @Based_inReality In December of 2021, the entire UN voted on an anti- Nazi resolution. Only 2 countries objected: America and Ukraine ☝️
Any Questions / That's a Rhetorical question/ just fyi",brim_julie,1,JEWELZ,en
339,2022-03-13 23:58:21+00:00,1503158552927502338,@ZelenskyyUa @Microsoft @Oracle @SAP Absolutely 🙏🏻💙💛✌🏻⚓️💪🏻 the whole world is with Ukraine 🇺🇦,ArmenParsighian,0,Armen’s Studio,en
340,2022-03-13 23:58:20+00:00,1503158549915918336,@shandra_mcjeql @AnnetteHadfield @InUtahNotOfUTNP Sounds like a @MittRomney and @SenMikeLee kind of thing to do.  They both voted against the recent aid bill for Ukraine. #IStandWithUkraine️,vixter46,2,Vicki Rosser,en
341,2022-03-13 23:58:19+00:00,1503158548326461440,The GOP has no ground to ever point a finger or criticize another human for anything ‼️Opinion | Democrats are taking a GOP beating on Ukraine. This senator has a better idea. - The Washington Post https://t.co/CkUDGwwe2J,oleman3581321,0,Mallory Horne,en
342,2022-03-13 23:58:19+00:00,1503158548167016452,@olgatokariuk done and done. The US and rest of the free world is doing all they can for Ukraine short of all out WWIII. President Biden is playing it brilliantly.,jim_slaughter15,0,Jim Slaughter,en
343,2022-03-13 23:58:19+00:00,1503158546078498817,"Why does the airspace over Ukraine remain contested? Russian failures are a large part of the answer, but they also reflect fundamental changes to the character of war—1) the dominance of defense over offense; and 2) verticalization of air control.  Thread Below.",ka_grieco,12,Kelly Grieco,en
344,2022-03-13 23:58:19+00:00,1503158545872785409,"@fanandfred @PoundshopGuv “Are they all Ukrainians? In this growing flow, about 30%
are migrants who were in Ukraine at the time of the
outbreak of the conflict, according to our information.
Clearly: almost one in three refugees is not Ukrainian.”",thatfoxxybloke,0,David Foxx 🇺🇦,en
345,2022-03-13 23:58:19+00:00,1503158545520287755,Tram destruction #Kyiv ~ Pray for Peace #Ukraine https://t.co/DXJlmDD2gk,kertime,1,tim miller,en
346,2022-03-13 23:58:19+00:00,1503158545289814016,"@maxseddon Chechnya itself has absolutely zilch to gain from the invasion of Ukraine — a less relevant incentive is hard to find. Kadyrov, on the other hand, is obliged to please Putin to retain his pesky despotate.",anfinn_b,1,Otso Bjartalíð,en
347,2022-03-13 23:58:18+00:00,1503158543033192458,"Russia asked China for weapons. This was my greatest fear and the reason I was so adamant Ukraine needs to accept peace deal. This is not harming anyone but Ukraine and the whole of EU.
Russia won't accept defeat, and can't be defeated without NATO involvement.",TensaiTKuroneko,0,lowkey jane highkey insane,en
348,2022-03-13 23:58:18+00:00,1503158542806794247,"Audio is terrible, I will listen some more #ConspiracyTheories

https://t.co/YLMS4cNV1V",TimothyEmong,0,The Negotiator®,en
349,2022-03-13 23:58:18+00:00,1503158542282461184,Foreign mercenaries trained at NATO bases in Ukraine. https://t.co/2ikPHm4G3h,108SAR,1,108A,en
350,2022-03-13 23:58:18+00:00,1503158542173450240,"@maxseddon Make him suffer, Ukraine",RussCastella,1,Russ Castella,en
351,2022-03-13 23:58:18+00:00,1503158541284118528,"@Punisher11113 'I'm am sure you keep your blinders on about the fact that Ukraine itself is using neo Nazi's to fight on the front, good luck, they will turn on you guys sooner or later once they increase their members.",markghamsel2,1,markghamsel,en
352,2022-03-13 23:58:17+00:00,1503158537761050624,"@paulocoelho There is a war against Ukraine not a conflict!!! And Russians are murdering innocent people. Also they are supporting RU government... And the biggest concern is around closing they accounts on Instagram, FB 🥴 And btw. thousands of people have been in Ukraine and Russia...",Gosia72091540,0,Gosia,en
353,2022-03-13 23:58:17+00:00,1503158536976547840,"So what now? the worst part about all of this is that all we can do is sit and watch it go on. And because Ukraine isn't a part of NATO, it's kinda screwed. /3",PointStGeorge,0,Ryan,en
354,2022-03-13 23:58:17+00:00,1503158536582287361,"Russia-Ukraine war LIVE updates: Over 2.6 million Ukrainians fled war at home, as per UN tally https://t.co/Ga1d9rYXfO",ThriftWallet,0,Thrift Your Wallet,en
355,2022-03-13 23:58:16+00:00,1503158534929891329,A new risk factor for Ukraine war escalation: https://t.co/QjRU2d208s,jpicerno,1,James Picerno,en
356,2022-03-13 23:58:16+00:00,1503158534673866752,"My overall stance on the invasion of Ukraine (CONTROVERSIAL): 

Personally, I'm against the invasion and believe it is a violation of International Law. Unfortunately, it was inevitably going to happen as tensions between Putin and Zelensky continued to worsen. /1",PointStGeorge,0,Ryan,en
357,2022-03-13 23:58:16+00:00,1503158532858064896,@nytopinion @fstockman I wonder will they also allow Russians fleeing sanctions on their country for Russian attacking Ukraine.  I hope not,PaulHaw76924422,1,Paul Hawkins,en
358,2022-03-13 23:58:15+00:00,1503158531373031430,I just took action with @theactionnet: Stand with Ukraine: Sign the Pledge to Boycott Russia Now. Take action here: https://t.co/kXL5jwS4cN,BarbaraZupko,0,Barbara Zupko,en
359,2022-03-13 23:58:15+00:00,1503158530840285184,"Seeing the British press assert that western ""decadence"" I.e. the queer community are to blame for what's happening in Ukraine is utterly despicable. Honestly fuck these creatures and their facist bullshit.",HausOvDisMater,3,DIS - Vulturine,en
360,2022-03-13 23:58:14+00:00,1503158526436585473,"@KeithOlbermann This also sheds light on ""Why didn't Putin invade Ukraine when Trump was POTUS?"" 

Not because Putin was afraid of Trump, but because he was afraid the world might discover his Russian army isn't all that.",jasonmarcelTO,1,Jason Marcel,en
361,2022-03-13 23:58:14+00:00,1503158526209896454,"@is_that_a_read @geonosisbonds @wokbonds @SunnyDayCBay @LaVeterinarian @BondWolfie @twinkdecider @whstancil kevin, do you also hate ukraine ppl in general?",skitter771,0,skitter,en
362,2022-03-13 23:58:14+00:00,1503158526188867584,Let’s pray for Ukraine #UkraineUnderAttack,BerryJane442,1,Lisa,en
363,2022-03-13 23:58:14+00:00,1503158523856928774,"@ranger2244 @Tasham315Tasha @heather2_a @ScottPresler @JedediahBila That’s nationalism though which a large group of people in our society is against.
Unless it’s Ukraine of course. The left has no problems with their nationalism, citizens being armed and their need for their border.
That’s weird huh?
I now digress",GreaseMonkey42,0,White Rationalist 🇺🇸Steve,en
364,2022-03-13 23:58:14+00:00,1503158523806588937,"This is the model the US has used before in the middle-east. Think Syria...

Al Qaeda Fighters Join Ukraine https://t.co/PMAhWFlTw1 via @YouTube",biolinguist1,0,Sayantan Mandal,en
365,2022-03-13 23:58:13+00:00,1503158523307376643,@SenatorRounds @ErinBurnett @OutFrontCNN You didn't vote for aide to Ukraine!  Don't blame this on Biden!,Lady_Lear,4,Blue Lady in a red state 👑 ❄️🌊🌊🌊,en
366,2022-03-13 23:58:13+00:00,1503158522875621379,"@maxmara Yes, the Spring fashion collection is eagerly by the wives of KGB thugs as they molest what used to be Ukraine.  Leather and thuggery go hand in hand.  Hope business is Moscow is good, you fucking human stain of a company.",JR_Aldy1240,0,Aldy,en
367,2022-03-13 23:58:13+00:00,1503158520329428998,"3/11/2022 Miles Guo: The professionalism exhibited by our fellow fighters, who have been working as volunteers on the front line of the Ukraine rescue operation, has earned the respect and attracted the attention of the whole world. Unlike the overseas Chinese pro-democracy https://t.co/aTNAtfTkwS",renwoxingrwx1,0,renwoxing任我行,en
368,2022-03-13 23:58:12+00:00,1503158518978859022,Check These Ukraine NFT Projects Against the Russian Invasion https://t.co/Fpq9IxpF9d,anand_market,0,Anand Market,en
369,2022-03-13 23:58:12+00:00,1503158518613950465,@JoyAnnReid Feel free to fly to Ukraine &amp; join the fight against Russia seeing as you are so brave and what not,JohnRuggedDaDon,0,Darth Nihilus Da Don,en
370,2022-03-13 23:58:12+00:00,1503158517812899843,"Ukraine, Russia - Dried Blood Barrett. https://t.co/qhkF1VLtB5",magheritadmoore,0,LaRita Moore,en
371,2022-03-13 23:58:12+00:00,1503158517041094657,@DebOnceasinger Oh no!! Not gas increasing while thousands are dying in Ukraine.,Dronin02,1,Danny,en
372,2022-03-13 23:58:12+00:00,1503158516072165376,Tension Today  Russian air force drops FAB 500 Bomb on Ukraine Armory near Chernihiv https://t.co/64XKvZwcmr via @FacebookWatch Bummer RUSSIANS  wont send their dead home in this report,robertherron2,0,robert herron,en
373,2022-03-13 23:58:12+00:00,1503158515463950336,"Santa Barbara, CA is obsessed with “Standing Up For Ukraine”… signs are everywhere! https://t.co/Y2UtNElZgD",watermelonbat,3,Your_Bat_Friend,en
374,2022-03-13 23:58:11+00:00,1503158513333329921,"@AngryBen4 @skeeduu @mathmomma24 @medwoman1 @LaVieEnLumiere0 @ConcernedinPV @KC79156846 @waywardmegan15 @Ihonestlydont19 @JeffreySHarper1 @furcopalypse @Wanderinglord @CosmicIndiffer1 @cms36 @asjah8 @Sinner_Lilith @TaiDecker @Vickie627 @Krispi_Largo @Badams820 @PrimedRosalee @benniedoorsnee @Aimhighffw @_Kel_Varnsen_ @Emma34770971 @ahrehead @TheSportsTr0ll @umfpt @417craig @StirredCrazy @MrChingonE @Architectprod @queenicarius1 @radicalcentrst @MistressRedWasp @jdd2169 @PaulStetson13 @henriziolkowski @JenCages @Supersi48617376 @KarenNo37030475 @NatForTrump2024 @Ya_Missed_Me_ @JayeHawke @PoliticsPot @TheMostMAGA @TheTruthBasket @_TeeKeeMon @han20223762 @VP “The US did care about the invasion then and still does”

Russia’s annexation of Crimea in 2014 vs Russia’s invasion of Ukraine are being treated in an extraordinarily different manner.
The level of response between the two isn’t even comparable.",USMC_Razorback,1,Beersaint,en
375,2022-03-13 23:58:11+00:00,1503158512683266055,"@CryptoLawyerz @kylenabecker @emeriticus @greg_price11 @MarkNaughton9 @Jules31415 See? It's been 17 days and you still can not figure out. Even Tucker grasped the reality yesterday. Sorry not sorry. America First all day long. But you have to know your allies and you enemies. As I said, useful idiots are as destructive to theUS in long run as for Ukraine today",OgecckuuPoraLik,0,flat earth vegan🌻,en
376,2022-03-13 23:58:11+00:00,1503158511621926917,"@lapatina_ Furthermore, many in China support Ukraine, so the Chinese government best just sit the fuck down.",SinsLikeABoss,0,Michael David Parent,en
377,2022-03-13 23:58:10+00:00,1503158509902483457,@JeffBezos  Russia has asked China to help them in their invasion of Ukraine. Hmm- what could you do to keep that from happening?,KittensFree,0,Free Kittens,en
378,2022-03-13 23:58:10+00:00,1503158509780840453,"#Zelensky statement

#Ukraine https://t.co/qpxEdP5aKp",LookNoFurther4,15,LookNoFurther,en
379,2022-03-13 23:58:10+00:00,1503158509743058944,"Time to #dream:
- #Ukraine will #win this #war (they did not want it at all) SOON
- #Putin goes to jail #putInJail for his #WarCrimes
- #Russians establish a sustainible governnent
- access to the #internet is a #humanright
- #PoliticalLeaderdhip is #limitted to max 12 years",Aellaer2022,0,Ällär,en
